id,creationdate,score,viewcount,title,answercount,commentcount,favoritecount,quest_name,quest_rep,ans_name,ans_rep
"23365576","2014-04-29 13:07:46","2","936","Adding an additional index to an existing multi-index dataframe","1","0","","Amelio Vazquez-Reina","28280","EdChum","188411"
"23367087","2014-04-29 14:08:33","1","84","Using a specific figure handler in Pandas","1","0","","Amelio Vazquez-Reina","28280","",""
"23367497","2014-04-29 14:25:48","2","1118","Controlling representation of datetime64[ns] in Pandas plots","2","0","","Amelio Vazquez-Reina","28280","",""
"23483655","2014-05-05 23:39:32","3","1120","datetime range indexing: datetimes that may not be in the index?","1","0","1","Amelio Vazquez-Reina","28280","Karl D.","7769"
"23519135","2014-05-07 13:25:09","12","7210","Dot-boxplots from DataFrames","2","6","3","Amelio Vazquez-Reina","28280","jrjc","11125"
"23519432","2014-05-07 13:38:13","1","1524","Automatic (whisker-sensitive) ylim in boxplots","2","1","","Amelio Vazquez-Reina","28280","mwaskom","24563"
"23528025","2014-05-07 20:43:15","1","739","Shifted difference between columns respecting grouping","1","3","","Amelio Vazquez-Reina","28280","EdChum","188411"
"23531145","2014-05-08 01:21:27","8","1709","Pandas to D3. Serializing dataframes to JSON","2","0","6","Amelio Vazquez-Reina","28280","Dan Allan","21302"
"23636049","2014-05-13 15:56:09","0","73","Combining index and value sorting with top-K selection","2","6","","Amelio Vazquez-Reina","28280","",""
"23620475","2014-05-12 23:19:41","1","402","Percentage deviation statistics in Pandas","0","2","","Amelio Vazquez-Reina","28280","",""
"23634044","2014-05-13 14:26:34","3","285","Linear interpolation within groups","1","4","","Amelio Vazquez-Reina","28280","",""
"23688307","2014-05-15 20:47:03","10","4543","SettingWithCopyWarning, even when using loc (?)","2","4","5","Amelio Vazquez-Reina","28280","kxsong","335"
"23658347","2014-05-14 15:00:14","2","234","Pandas: Getting the mask associated with query","1","2","1","Amelio Vazquez-Reina","28280","Jeff","81950"
"23666381","2014-05-14 22:42:17","0","177","df.apply -- Only on columns of certain type","1","1","","Amelio Vazquez-Reina","28280","Karl D.","7769"
"23786694","2014-05-21 14:48:35","0","130","Updating Pandas dependencies after installing pandas","2","0","1","Amelio Vazquez-Reina","28280","MattDMo","77605"
"23818450","2014-05-22 23:02:11","1","397","Cumulative sum within a group","1","1","","Amelio Vazquez-Reina","28280","DSM","218186"
"23819093","2014-05-23 00:13:04","9","1462","Distances between rankings","1","0","","Amelio Vazquez-Reina","28280","cwharland","2082"
"23838115","2014-05-23 20:49:11","4","3142","Find indices where df is null","2","0","2","Amelio Vazquez-Reina","28280","Andy Hayden","195339"
"23921766","2014-05-28 20:59:52","2","553","Row filtering so that we only keep finite entries","2","0","1","Amelio Vazquez-Reina","28280","Amelio Vazquez-Reina","28280"
"23922014","2014-05-28 21:15:27","1","145","Date sampling / averaging for plotting in Pandas","1","0","","Amelio Vazquez-Reina","28280","CT Zhu","33716"
"24002399","2014-06-02 20:07:59","0","54","Partial queries in Pandas","1","0","","Amelio Vazquez-Reina","28280","",""
"26535563","2014-10-23 19:09:28","29","16710","Querying for NaN and other names in Pandas","3","0","11","Amelio Vazquez-Reina","28280","DSM","218186"
"26300732","2014-10-10 13:34:38","0","645","Indexing with DatetimeIndex returning Int64Index?","1","5","","Amelio Vazquez-Reina","28280","",""
"26350723","2014-10-14 00:01:13","1","596","Sorting a multi-index while respecting its index structure","1","0","","Amelio Vazquez-Reina","28280","behzad.nouri","41450"
"26350830","2014-10-14 00:14:09","0","575","Retrieve the Kth quantile within each group in Pandas","1","2","","Amelio Vazquez-Reina","28280","",""
"26261156","2014-10-08 15:49:34","0","57","Sampling at pre-defined time values","0","6","","Amelio Vazquez-Reina","28280","",""
"26245242","2014-10-07 21:02:30","7","5308","Time differentiation in Pandas","2","0","","Amelio Vazquez-Reina","28280","tyleha","2155"
"26246864","2014-10-07 23:24:11","5","1197","Restoring the default display context in Pandas","1","0","","Amelio Vazquez-Reina","28280","elyase","24978"
"26247301","2014-10-08 00:16:27","4","1051","Causal resampling: Sum over the last X <time_unit>","3","0","","Amelio Vazquez-Reina","28280","Nasser Al-Wohaibi","3242"
"26089480","2014-09-28 20:44:24","0","232","What does -0400 mean in Timestamp('2014-09-19 12:21:21.747000-0400')?","1","3","0","Amelio Vazquez-Reina","28280","hd1","25349"
"26089670","2014-09-28 21:06:55","14","6025","Unable to apply methods on timestamps using Series built-ins","3","1","2","Amelio Vazquez-Reina","28280","Jeff","81950"
"25998334","2014-09-23 14:56:30","6","317","Selective Re-Memoization of DataFrames","1","3","1","Amelio Vazquez-Reina","28280","falsetru","254719"
"26018297","2014-09-24 13:34:11","1","137","Unnesting Numpy Arrays","2","1","","Amelio Vazquez-Reina","28280","Fred Foo","285261"
"26024520","2014-09-24 19:03:54","1","40","to_datetime with subsecond (e.g. ms) resolution","1","1","","Amelio Vazquez-Reina","28280","",""
"26041818","2014-09-25 15:00:01","1","36","Group counts. Why every column?","1","1","","Amelio Vazquez-Reina","28280","behzad.nouri","41450"
"26787529","2014-11-06 19:10:47","3","390","Assignment on column condition in Pandas","0","4","","Amelio Vazquez-Reina","28280","",""
"23371382","2014-04-29 17:27:22","1","257","python pandas unstack MultiIndex directly to sparse object","0","3","","mathtick","1904","",""
"25613100","2014-09-01 21:28:03","1","326","pandas rolling_apply to handle object types like pandas.TimeGrouper","1","2","1","mathtick","1904","unutbu","568074"
"25681308","2014-09-05 08:09:26","3","3933","Pandas read_hdf query by date and time range","1","0","1","ast4","586","Jeff","81950"
"25272468","2014-08-12 19:25:36","0","1373","What algorithm does Pandas use for computing variance?","2","7","","DavidJ","2905","BrenBarn","166891"
"23522023","2014-05-07 15:28:24","1","304","Can the frequency of a Pandas tseries DatetimeIndex be preserved when writing to an HDFStore?","1","1","","DavidJ","2905","Jeff","81950"
"24060890","2014-06-05 12:59:19","1","571","Elegant and efficient way to repeatedly merge dataframes into single column of a dataframe","1","2","","DavidJ","2905","CT Zhu","33716"
"26286615","2014-10-09 19:37:57","7","3023","How can pandas.read_sql_query() query a TEMP table?","3","2","","DavidJ","2905","ssharma","26"
"26821465","2014-11-08 19:58:03","0","221","How to prepare, populate and explore an n-dimensional numpy array?","1","0","","Amenhotep","428","HYRY","67243"
"25872575","2014-09-16 15:18:47","0","564","Get boolean array (or generator) from pandas DataFrame index","1","2","","Amenhotep","428","Korem","6492"
"25169066","2014-08-06 19:57:17","1","270","Is there a Pandas equivalent to each_slice to operate on dataframes","1","3","","analyticsPierce","956","EdChum","188411"
"24053576","2014-06-05 06:56:44","2","451","How to create a new dataframe column with shifted values from another column?","1","8","1","analyticsPierce","956","joris","67459"
"24088439","2014-06-06 18:28:28","1","2077","How to apply OLS from statsmodels to groupby","2","0","1","analyticsPierce","956","gobrewers14","9071"
"24115516","2014-06-09 07:22:00","2","725","How to reindex to merge two dataframes?","1","5","","analyticsPierce","956","",""
"24273857","2014-06-17 21:48:41","0","1785","How to create variables inside a for loop to assign dataframes?","2","4","","analyticsPierce","956","Happy001","3568"
"24417485","2014-06-25 19:59:40","3","12075","How to loop through columns in a dataframe?","1","0","1","analyticsPierce","956","acushner","5826"
"23790415","2014-05-21 17:48:29","1","1005","How to groupby multiple columns in pandas DataFrame in pct_change calculation","0","4","","analyticsPierce","956","",""
"23792033","2014-05-21 19:22:44","6","3198","How to increment a row count in groupby in DataFrame","1","4","","analyticsPierce","956","Karl D.","7769"
"23771165","2014-05-20 22:40:18","0","102","How to sort by two different dataFrame columns?","1","6","","analyticsPierce","956","Karl D.","7769"
"23660275","2014-05-14 16:30:16","1","870","How to return groupby values from a Pandas dataFrame?","2","0","","analyticsPierce","956","elias","14382"
"23749342","2014-05-20 00:45:45","3","3105","How to create rolling percentage for groupby DataFrame","1","2","1","analyticsPierce","956","Karl D.","7769"
"25825112","2014-09-13 16:12:26","0","68","Finding close rows by values in two pandas dataframes without iterating","1","1","3","Kamerer","27","",""
"25859785","2014-09-16 02:26:23","0","76","Aggregation of several columns in pandas","1","1","0","user308827","2636","Korem","6492"
"25951581","2014-09-20 17:42:03","0","106","Index creation in pandas groupby","1","1","","user308827","2636","",""
"23668451","2014-05-15 02:54:34","0","97","Pandas select index from grouped dataframe","1","2","","user308827","2636","YS-L","9929"
"23691133","2014-05-16 01:10:06","32","18482","Split pandas dataframe based on groupby","3","0","11","user308827","2636","qwwqwwq","4216"
"23507229","2014-05-07 01:30:51","12","5790","Set no title for pandas boxplot (groupby)","3","0","2","user308827","2636","TomAugspurger","16426"
"23572620","2014-05-09 19:37:00","1","219","Pandas assign each row the mean of its bin","2","2","","user308827","2636","exp1orer","5381"
"23412533","2014-05-01 16:59:53","9","801","Weighted boxplot in Pandas","1","1","1","user308827","2636","LoicM","862"
"26830106","2014-11-09 15:57:43","1","1986","Transform slow pandas iterrows into apply","1","3","","user308827","2636","",""
"26768804","2014-11-05 23:00:14","0","357","Different font sizes in python plot","1","0","","user308827","2636","farenorth","5369"
"26706657","2014-11-03 01:46:51","0","989","Pandas pivot table maximum value","1","3","","user308827","2636","YS-L","9929"
"26707171","2014-11-03 03:03:01","11","6518","sort pandas dataframe based on list","1","1","1","user308827","2636","Marius","34236"
"26691032","2014-11-01 15:57:27","0","223","Pandas reduce bar width and move label","1","2","","user308827","2636","Anzel","13301"
"26683166","2014-10-31 20:47:14","0","2044","Stacked plot from pandas dataframe","1","10","","user308827","2636","EdChum","188411"
"26683654","2014-10-31 21:28:10","4","7174","making a stacked barchart in pandas","1","0","","user308827","2636","Simon","9051"
"26685600","2014-11-01 02:00:18","1","8810","Pandas subtract 2 rows from same dataframe","2","0","","user308827","2636","unutbu","568074"
"26667524","2014-10-31 04:23:19","1","1380","pandas transform dataframe pivot table","1","2","","user308827","2636","Jihun","890"
"26645515","2014-10-30 05:09:05","94","98575","Pandas join issue: columns overlap but no suffix specified","3","5","18","user308827","2636","EdChum","188411"
"26645646","2014-10-30 05:21:26","0","218","Pandas replace issue","1","0","","user308827","2636","",""
"26540922","2014-10-24 03:16:51","1","153","Groupby multiple columns","1","0","","user308827","2636","hernamesbarbara","5348"
"26601326","2014-10-28 05:16:30","0","509","reorder column in pandas pivot table","1","2","","user308827","2636","Karthik V","984"
"26598602","2014-10-27 23:32:14","0","224","Pandas unicode issue with isin","1","0","1","user308827","2636","Marius","34236"
"26600352","2014-10-28 03:19:11","0","66","pandas complicated stacked barplot","1","0","1","user308827","2636","Marius","34236"
"26578769","2014-10-26 22:37:11","3","1123","convert from table to matrix in python","1","0","","user308827","2636","Marius","34236"
"26801538","2014-11-07 12:45:22","1","65","Removing duplicated indexes with priority given by the value in a column","1","0","1","joaquin","57147","JD Long","37144"
"23435270","2014-05-02 19:07:56","27","8519","How to add sequential counter column on groups using Pandas groupby","2","0","8","Owen","1239","Jeff","81950"
"24456913","2014-06-27 16:43:57","0","442","Can pandas work with multiple result sets?","0","3","","Mark","456","",""
"26762100","2014-11-05 16:24:34","23","17072","Reconstruct a categorical variable from dummies in pandas","5","0","7","themiurgo","525","Jeff","81950"
"26747689","2014-11-05 00:27:07","0","715","Mapping pandas DataFrame rows to a pandas Series","1","1","","fakedrake","2552","Daniele","324"
"25356364","2014-08-18 04:30:06","4","305","pandas - DataFrame expansion with outer join","2","4","","fakedrake","2552","",""
"26283233","2014-10-09 16:16:17","0","1518","Pandas dataframe max in a group based on conditions on other columns","1","0","","opensourcegeek","2025","chrisb","25764"
"26490000","2014-10-21 15:06:39","0","57","Proper way to merge DataFrame columns in Pandas?","2","1","","Cenoc","4230","",""
"26465816","2014-10-20 12:31:43","6","1508","Peek the number of rows in an hdf5 file in pandas","1","1","1","Cenoc","4230","Jeff","81950"
"26044631","2014-09-25 17:29:27","0","244","Correct way to get mean, describe values from large data set in pandas","0","12","","Cenoc","4230","",""
"25495041","2014-08-25 22:02:57","7","4427","Get column names (headers) from hdf file","1","1","1","Cenoc","4230","",""
